"id","jurisdiction_id","full_name","level","short_name"
"C0219024","J0219","U.S. Circuit Court for the District of Western Kentucky","FA","U.S. Circuit Court for the District of Western Kentucky"
"C0219025","J0219","Logan Circuit Court","ST","Logan Circuit Court"
"C0219026","J0219","Fayette Circuit Court","ST","Fayette Circuit Court"
"C0219027","J0219","Warren County Court of Quarter Sessions","ST","Warren County Court of Quarter Sessions"
"C0219028","J0219","Franklin Circuit Court","ST","Franklin Circuit Court"
"C0219029","J0219","Warren Circuit Court","ST","Warren Circuit Court"
"C0219030","J0219","Livingston Circuit Court, Kentucky","ST","Livingston Circuit Court, Kentucky"
"C0219031","J0219","Franklin County Circuit Court","ST","Franklin County Circuit Court"
"C0219032","J0219","Mercer Circuit Court","ST","Mercer Circuit Court"
"C0219033","J0219","Floyd County Circuit Court","ST","Floyd County Circuit Court"
"C0219034","J0219","Jefferson Circuit Court","ST","Jefferson Circuit Court"
"C0220001","J0220","Supreme Court of Louisiana","S","Supreme Court of Louisiana"
"C0220002","J0220","Louisiana Court of Appeal","SA","Louisiana Court of Appeal"
"C0220003","J0220","District Court, W.D. Louisiana","FD","W.D. Louisiana"
"C0220004","J0220","District Court, E.D. Louisiana","FD","E.D. Louisiana"
"C0220005","J0220","United States Bankruptcy Court, E.D. Louisiana","FB","E.D. Louisiana"
"C0220006","J0220","District Court, M.D. Louisiana","FD","M.D. Louisiana"
"C0220007","J0220","U.S. Circuit Court for the District of Eastern Louisiana","FA","U.S. Circuit Court for the District of Eastern Louisiana"
"C0220008","J0220","United States Bankruptcy Court, W.D. Louisiana","FB","W.D. Louisiana"
"C0220009","J0220","United States Bankruptcy Court, M.D. Louisiana","FB","M.D. Louisiana"
"C0220010","J0220","Louisiana Attorney General Reports","SAG","Louisiana Attorney General Reports"
"C0220011","J0220","Webster Justice of the Peace Court","ST","Webster Justice Court"
"C0220012","J0220","U.S. Circuit Court for the District of Louisiana","FA","U.S. Circuit Court for the District of Louisiana"
"C0220013","J0220","Louisiana Court of Errors and Appeals","SA","Louisiana Court of Errors and Appeals"
"C0220014","J0220","Superior Court of Louisiana","ST","Superior Court of Louisiana"
"C0220015","J0220","District Court, D. Louisiana","FD","D. Louisiana"
"C0220016","J0220","United States Provisional Court for the State of Louisiana","FS","United States Provisional Court for the State of Louisiana"
"C0221001","J0221","District Court, D. Maine","FD","D. Maine"
"C0221002","J0221","United States Bankruptcy Court, D. Maine","FB","D. Maine"
"C0221003","J0221","U.S. Circuit Court for the District of Maine","FA","U.S. Circuit Court for the District of Maine"
"C0221004","J0221","Supreme Judicial Court of Maine","S","Supreme Judicial Court of Maine"
"C0221005","J0221","Bankruptcy Appellate Panel, D. Maine","FBP","D. Maine"
"C0221006","J0221","Cumberland County Superior Court","ST","Cumberland County Superior Court"
"C0221007","J0221","Knox County Probate Court","ST","Knox County Probate Court"
"C0221008","J0221","Hancock County Probate Court","ST","Hancock County Probate Court"
"C0222001","J0222","District Court, D. Maryland","FD","D. Maryland"
"C0222002","J0222","Court of Appeals of Maryland","S","Court of Appeals of Maryland"
"C0222003","J0222","Court of Special Appeals of Maryland","SA","Court of Special Appeals of Maryland"
"C0222004","J0222","U.S. Circuit Court for the District of Maryland","FA","U.S. Circuit Court for the District of Maryland"
"C0222005","J0222","Frederick County Circuit Court","ST","Frederick County Circuit Court"
"C0222006","J0222","Baltimore City Circuit Court","ST","Baltimore City Circuit Court"
"C0222007","J0222","Maryland Attorney General Reports","SAG","Maryland Attorney General Reports"
"C0222008","J0222","United States Bankruptcy Court, D. Maryland","FB","D. Maryland"
"C0222009","J0222","Baltimore City Court","ST","Baltimore City Court"
"C0222010","J0222","Baltimore City Superior Court","ST","Baltimore City Superior Court"
"C0222011","J0222","Baltimore City Orphans' Court","ST","Baltimore City Orphans' Court"
"C0222012","J0222","Supreme Bench of Baltimore City","ST","Supreme Bench of Baltimore City"
"C0222013","J0222","General Court of Maryland","SS","General Court of Maryland"
"C0223001","J0223","District Court, D. Massachusetts","FD","D. Massachusetts"
"C0223002","J0223","Massachusetts Supreme Judicial Court","S","Massachusetts Supreme Judicial Court"
"C0223003","J0223","Massachusetts Land Court","SS","Massachusetts Land Court"
"C0223004","J0223","Massachusetts Appeals Court","SA","Massachusetts Appeals Court"
"C0223005","J0223","U.S. Circuit Court for the District of Massachusetts","FA","U.S. Circuit Court for the District of Massachusetts"
"C0223006","J0223","Massachusetts Superior Court","SA","Massachusetts Superior Court"
"C0223007","J0223","United States Bankruptcy Court, D. Massachusetts","FB","D. Massachusetts"
"C0223008","J0223","Massachusetts District Court, Appellate Division","SA","Mass. Dist. Ct., App. Div."
"C0223009","J0223","Massachusetts District Court","SA","Massachusetts District Court"
"C0223010","J0223","Boston Municipal Court","ST","Boston Municipal Court"
"C0223011","J0223","Massachusetts House of Representatives","SS","Massachusetts House of Representatives"
"C0223012","J0223","Massachusetts Appellate Tax Board","SA","Massachusetts Appellate Tax Board"
"C0223013","J0223","Massachusetts Superior Court, Suffolk County","ST","Massachusetts Superior Court, Suffolk County"
"C0223014","J0223","Bristol County Circuit Court","ST","Bristol County Circuit Court"
"C0223015","J0223","Middlesex County Superior Court","ST","Middlesex County Superior Court"
"C0223016","J0223","Massachusetts Superior Court, Berkshire County","ST","Massachusetts Superior Court, Berkshire County"
"C0223017","J0223","Suffolk County Circuit Court","ST","Suffolk County Circuit Court"
"C0223018","J0223","Massachusetts Housing Court","ST","Massachusetts Housing Court"
"C0223019","J0223","Brookline District Court","ST","Brookline District Court"
"C0223020","J0223","Essex County Superior Court","ST","Essex County Superior Court"
"C0223021","J0223","Bankruptcy Appellate Panel of Massachusetts","FBP","Massachusetts"
"C0223022","J0223","Massachusetts Superior Court, Barnstable County","ST","Massachusetts Superior Court, Barnstable County"
"C0223023","J0223","Massachusetts Probate and Family Court","ST","Massachusetts Probate and Family Court"
"C0224001","J0224","District Court, E.D. Michigan","FD","E.D. Michigan"
"C0224002","J0224","Michigan Supreme Court","S","Michigan Supreme Court"
"C0224003","J0224","Michigan Court of Appeals","SA","Michigan Court of Appeals"
"C0224004","J0224","U.S. Circuit Court for the District of Eastern Michigan","FA","U.S. Circuit Court for the District of Eastern Michigan"
"C0224005","J0224","United States Bankruptcy Court, E.D. Michigan","FB","E.D. Michigan"
"C0224006","J0224","United States Bankruptcy Court, W.D. Michigan","FB","W.D. Michigan"
"C0224007","J0224","District Court, W.D. Michigan","FD","W.D. Michigan"
"C0224008","J0224","U.S. Circuit Court for the District of Western Michigan","FA","U.S. Circuit Court for the District of Western Michigan"
"C0224009","J0224","Sandusky Circuit Court","ST","Sandusky Circuit Court"
"C0224010","J0224","U.S. Circuit Court for the District of Michigan","FA","U.S. Circuit Court for the District of Michigan"
"C0224011","J0224","District Court, D. Michigan","FD","D. Michigan"
"C0224012","J0224","Circuit Court of the 36th Circuit of Michigan","ST","Circuit Court of the 36th Circuit of Michigan"
"C0224013","J0224","Huron Circuit Court","ST","Huron Circuit Court"
"C0224014","J0224","Wayne County Court of Quarter Sessions","ST","Wayne County Court of Quarter Sessions"
"C0224015","J0224","Circuit Court of the 10th Circuit of Michigan","ST","Circuit Court of the 10th Circuit of Michigan"
"C0224016","J0224","Circuit Court of the 3rd Circuit of Michigan","ST","Circuit Court of the 3rd Circuit of Michigan"
"C0224017","J0224","Jackson County Probate Court","ST","Jackson County Probate Court"
"C0224018","J0224","Little Traverse Bay Bands of Odawa Indians Tribal Appellate Court","TRA","Little Traverse Bay Bands of Odawa Indians Tribal Appellate Court"
"C0224019","J0224","Circuit Court of the 6th Circuit of Michigan","ST","Circuit Court of the 6th Circuit of Michigan"
"C0224020","J0224","Circuit Court of the 2nd Circuit of Michigan","ST","Circuit Court of the 2nd Circuit of Michigan"
"C0224021","J0224","Circuit Court of the 22nd Circuit of Michigan","ST","Circuit Court of the 22nd Circuit of Michigan"
"C0224022","J0224","Michigan Circuit Court","ST","Michigan Circuit Court"
"C0224023","J0224","Wayne Circuit Court","ST","Wayne Circuit Court"
"C0224024","J0224","Circuit Court of the 31st Circuit of Michigan","ST","Circuit Court of the 31st Circuit of Michigan"
"C0224025","J0224","Circuit Court of the 9th Circuit of Michigan","ST","Circuit Court of the 9th Circuit of Michigan"
"C0224026","J0224","Little River Band of Ottawa Indians Tribal Court","TRT","Little River Band of Ottawa Indians Tribal Court"
"C0224027","J0224","Circuit Court of the 48th Circuit of Michigan","ST","Circuit Court of the 48th Circuit of Michigan"
"C0224028","J0224","Circuit Court of the 17th Circuit of Michigan","ST","Circuit Court of the 17th Circuit of Michigan"
"C0224029","J0224","Circuit Court of the 40th Circuit of Michigan","ST","Circuit Court of the 40th Circuit of Michigan"
"C0224030","J0224","Little River Band of Ottawa Indians Tribal Court of Appeals","TRA","Little River Band of Ottawa Indians Tribal Court of Appeals"
"C0224031","J0224","Portage Circuit Court","ST","Portage Circuit Court"
"C0224032","J0224","Ottawa Circuit Court","ST","Ottawa Circuit Court"
"C0224033","J0224","Circuit Court of the 19th Circuit of Michigan","ST","Circuit Court of the 19th Circuit of Michigan"
"C0224034","J0224","Clinton County Probate Court","ST","Clinton County Probate Court"
"C0224035","J0224","Circuit Court of the 26th Circuit of Michigan","ST","Circuit Court of the 26th Circuit of Michigan"
"C0224036","J0224","Huron County Probate Court","ST","Huron County Probate Court"
"C0224037","J0224","Circuit Court of the 4th Circuit of Michigan","ST","Circuit Court of the 4th Circuit of Michigan"
"C0224038","J0224","Circuit Court of the 30th Circuit of Michigan","ST","Circuit Court of the 30th Circuit of Michigan"
"C0224039","J0224","Michigan Superior Court, Grand Rapids","ST","Michigan Superior Court, Grand Rapids"
"C0224040","J0224","Ross Circuit Court","ST","Ross Circuit Court"
"C0224041","J0224","Grand Traverse Band of Ottawa and Chippewa Indians Tribal Court","TRA","Grand Traverse Band of Ottawa and Chippewa Indians Tribal Court"
"C0224042","J0224","Michigan Superior Court, Detroit","ST","Michigan Superior Court, Detroit"
"C0224043","J0224","Circuit Court of the 47th Circuit of Michigan","ST","Circuit Court of the 47th Circuit of Michigan"
"C0224044","J0224","Circuit Court of the 15th Circuit of Michigan","ST","Circuit Court of the 15th Circuit of Michigan"
"C0224045","J0224","Wayne County Probate Court","ST","Wayne County Probate Court"
"C0224046","J0224","Circuit Court of the 54th Circuit of Michigan","ST","Circuit Court of the 54th Circuit of Michigan"
"C0224047","J0224","Circuit Court of the 39th Circuit of Michigan","ST","Circuit Court of the 39th Circuit of Michigan"
"C0224048","J0224","Circuit Court of the 45th Circuit of Michigan","ST","Circuit Court of the 45th Circuit of Michigan"
"C0224049","J0224","Circuit Court of the 43rd Circuit of Michigan","ST","Circuit Court of the 43rd Circuit of Michigan"
"C0224050","J0224","Detroit Recorder's Court","SS","Detroit Recorder's Court"
"C0224051","J0224","Wayne County Juvenile Court","ST","Wayne County Juvenile Court"
"C0224052","J0224","Circuit Court of the 51st Circuit of Michigan","ST","Circuit Court of the 51st Circuit of Michigan"
"C0224053","J0224","Circuit Court of the 16th Circuit of Michigan","ST","Circuit Court of the 16th Circuit of Michigan"
"C0224054","J0224","Circuit Court of the 1st Circuit of Michigan","ST","Circuit Court of the 1st Circuit of Michigan"
"C0224055","J0224","Circuit Court of the 27th Circuit of Michigan","ST","Circuit Court of the 27th Circuit of Michigan"
"C0224056","J0224","Circuit Court of the 23rd Circuit of Michigan","ST","Circuit Court of the 23rd Circuit of Michigan"
"C0224057","J0224","Circuit Court of the 8th Circuit of Michigan","ST","Circuit Court of the 8th Circuit of Michigan"
"C0224058","J0224","Circuit Court of the 7th Circuit of Michigan","ST","Circuit Court of the 7th Circuit of Michigan"
"C0224059","J0224","Circuit Court of the 49th Circuit of Michigan","ST","Circuit Court of the 49th Circuit of Michigan"
"C0224060","J0224","Grand Traverse Band of Ottawa & Chippewa Indians Tribal Appellate Court","TRA","Grand Traverse Band of Ottawa & Chippewa Indians Tribal Appellate Court"
"C0224061","J0224","Circuit Court of the 35th Circuit of Michigan","ST","Circuit Court of the 35th Circuit of Michigan"
"C0224062","J0224","Circuit Court of the 14th Circuit of Michigan","ST","Circuit Court of the 14th Circuit of Michigan"
"C0224063","J0224","Circuit Court of the 12th Circuit of Michigan","ST","Circuit Court of the 12th Circuit of Michigan"
"C0224064","J0224","Circuit Court of the 13th Circuit of Michigan","ST","Circuit Court of the 13th Circuit of Michigan"
"C0225001","J0225","District Court, D. Minnesota","FD","D. Minnesota"
"C0225002","J0225","Supreme Court of Minnesota","S","Supreme Court of Minnesota"
"C0225003","J0225","Court of Appeals of Minnesota","SA","Court of Appeals of Minnesota"
"C0225004","J0225","United States Bankruptcy Court, D. Minnesota","FB","D. Minnesota"
"C0225005","J0225","U.S. Circuit Court for the District of Minnesota","FA","U.S. Circuit Court for the District of Minnesota"
"C0225006","J0225","Minnesota Attorney General Reports","SAG","Minnesota Attorney General Reports"
"C0225007","J0225","White Earth Band of Chippewa Tribal Court","TRT","White Earth Band of Chippewa Tribal Court"
"C0225008","J0225","Leech Lake Band of Ojibwe Tribal Court","TRT","Leech Lake Band of Ojibwe Tribal Court"
"C0226001","J0226","District Court, N.D. Mississippi","FD","N.D. Mississippi"
"C0226002","J0226","District Court, S.D. Mississippi","FD","S.D. Mississippi"
"C0226003","J0226","Court of Appeals of Mississippi","SA","Court of Appeals of Mississippi"
"C0226004","J0226","Mississippi Supreme Court","S","Mississippi Supreme Court"
"C0226005","J0226","Holmes Circuit Court","ST","Holmes Circuit Court"
"C0226006","J0226","U.S. Circuit Court for the District of Southern Mississippi","FA","U.S. Circuit Court for the District of Southern Mississippi"
"C0226007","J0226","Warren County Circuit Court","ST","Warren County Circuit Court"
"C0226008","J0226","United States Bankruptcy Court, S.D. Mississippi","FB","S.D. Mississippi"
"C0226009","J0226","United States Bankruptcy Court, N.D. Mississippi","FB","N.D. Mississippi"
"C0226010","J0226","U.S. Circuit Court for the District of Northern Mississippi","FA","U.S. Circuit Court for the District of Northern Mississippi"
"C0226011","J0226","Mississippi Chancery Courts","ST","Mississippi Chancery Courts"
"C0226012","J0226","Clarke County Circuit Court","ST","Clarke County Circuit Court"
"C0226013","J0226","Madison County Court","ST","Madison County Court"
"C0226014","J0226","District Court, D. Mississippi","FD","D. Mississippi"
"C0226015","J0226","Jackson County Court","ST","Jackson County Court"
"C0226016","J0226","Belmont Circuit Court","ST","Belmont Circuit Court"
"C0226017","J0226","Jackson Circuit Court","ST","Jackson Circuit Court"
"C0226018","J0226","Canton Justice Court","ST","Canton Justice Court"
"C0226019","J0226","Holmes County Court","ST","Holmes County Court"
"C0226020","J0226","Harrison County Probate Court","ST","Harrison County Probate Court"
"C0226021","J0226","Clarke County Court of Common Pleas","ST","Clarke County Court of Common Pleas"
"C0226022","J0226","U.S. Circuit Court for the District of Mississippi","FA","U.S. Circuit Court for the District of Mississippi"
"C0227001","J0227","District Court, W.D. Missouri","FD","W.D. Missouri"
"C0227002","J0227","District Court, E.D. Missouri","FD","E.D. Missouri"
"C0227003","J0227","Supreme Court of Missouri","S","Supreme Court of Missouri"
"C0227004","J0227","Missouri Court of Appeals","SA","Missouri Court of Appeals"
"C0227005","J0227","U.S. Circuit Court for the District of Eastern Missouri","FA","U.S. Circuit Court for the District of Eastern Missouri"
"C0227006","J0227","U.S. Circuit Court for the District of Western Missouri","FA","U.S. Circuit Court for the District of Western Missouri"
"C0227007","J0227","U.S. Circuit Court for the District of Missouri","FA","U.S. Circuit Court for the District of Missouri"
"C0227008","J0227","District Court, D. Missouri","FD","D. Missouri"
"C0227009","J0227","United States Bankruptcy Court, E.D. Missouri","FB","E.D. Missouri"
"C0227010","J0227","United States Bankruptcy Court, W.D. Missouri","FB","W.D. Missouri"
"C0227011","J0227","Missouri Attorney General Reports","SAG","Missouri Attorney General Reports"
"C0227012","J0227","Buchanan County Circuit Court","ST","Buchanan County Circuit Court"
"C0227013","J0227","Greene County Circuit Court","ST","Greene County Circuit Court"
"C0228001","J0228","District Court, D. Montana","FD","D. Montana"
"C0228002","J0228","Montana Supreme Court","S","Montana Supreme Court"
"C0228003","J0228","U.S. Circuit Court for the District of Montana","FA","U.S. Circuit Court for the District of Montana"
"C0228004","J0228","Fort Peck Appellate Court","TRA","Fort Peck Appellate Court"
"C0228005","J0228","United States Bankruptcy Court, D. Montana","FB","D. Montana"
"C0228006","J0228","Confederated Salish & Kootenai Court of Appeals","TRA","Confederated Salish & Kootenai Court of Appeals"
"C0228007","J0228","Fort Peck Tribal Court","TRT","Fort Peck Tribal Court"
"C0228008","J0228","Montana Tax Appeal Board","SS","Montana Tax Appeal Board"
"C0229001","J0229","District Court, D. Nebraska","FD","D. Nebraska"
"C0229002","J0229","Nebraska Supreme Court","S","Nebraska Supreme Court"
"C0229003","J0229","U.S. Circuit Court for the District of Nebraska","FA","U.S. Circuit Court for the District of Nebraska"
"C0229004","J0229","Nebraska Court of Appeals","SA","Nebraska Court of Appeals"
"C0229005","J0229","United States Bankruptcy Court, D. Nebraska","FB","D. Nebraska"
"C0229006","J0229","Nebraska Attorney General Reports","SAG","Nebraska Attorney General Reports"
"C0229007","J0229","Lancaster County Circuit Court","ST","Lancaster County Circuit Court"
"C0229008","J0229","Douglas County District Court","ST","Douglas County District Court"
"C0230001","J0230","District Court, D. Nevada","FD","D. Nevada"
"C0230002","J0230","Nevada Supreme Court","S","Nevada Supreme Court"
"C0230003","J0230","United States Bankruptcy Court, D. Nevada","FB","D. Nevada"
"C0230004","J0230","U.S. Circuit Court for the District of Nevada","FA","U.S. Circuit Court for the District of Nevada"
"C0230005","J0230","Clark County Probate Court","ST","Clark County Probate Court"
"C0230006","J0230","Court of Appeals of Nevada","SA","Court of Appeals of Nevada"
"C0230007","J0230","Kingsbury Justice Court","ST","Kingsbury Justice Court"
"C0230008","J0230","Aurora Justice Court","ST","Aurora Justice Court"
"C0230009","J0230","Clark County Municipal Court","ST","Clark County Municipal Court"
"C0231001","J0231","Supreme Court of New Hampshire","S","Supreme Court of New Hampshire"
"C0231002","J0231","United States Bankruptcy Court, D. New Hampshire","FB","D. New Hampshire"
"C0231003","J0231","Superior Court of New Hampshire","ST","Superior Court of New Hampshire"
"C0231004","J0231","District Court, D. New Hampshire","FD","D. New Hampshire"
"C0231005","J0231","U.S. Circuit Court for the District of New Hampshire","FA","U.S. Circuit Court for the District of New Hampshire"
"C0231006","J0231","Carroll County Court of Common Pleas","ST","Carroll County Court of Common Pleas"
"C0231007","J0231","New Hampshire Committee of the Privy Council","SS","New Hampshire Committee of the Privy Council"
"C0232001","J0232","District Court, D. New Jersey","FD","D. New Jersey"
"C0232002","J0232","Supreme Court of New Jersey","S","Supreme Court of New Jersey"
"C0232003","J0232","New Jersey Superior Court Appellate Division","SA","New Jersey Superior Court App Div."
"C0232004","J0232","Passaic County Circuit Court, N.J.","SA","Passaic County Circuit Court, N.J."
"C0232005","J0232","Essex County Surrogate's Court","ST","Essex County Surrogate's Court"
"C0232006","J0232","New Jersey Department of Labor Workmen's Compensation Bureau","ST","New Jersey Department of Labor Workmen's Compensation Bureau"
"C0232007","J0232","Atlantic County Circuit Court, N.J.","SA","Atlantic County Circuit Court, N.J."
"C0232008","J0232","New Jersey Tax Court","SS","New Jersey Tax Court"
"C0232009","J0232","U.S. Circuit Court for the District of New Jersey","FA","U.S. Circuit Court for the District of New Jersey"
"C0232010","J0232","New Jersey Circuit Court","SA","New Jersey Circuit Court"
"C0232011","J0232","United States Bankruptcy Court, D. New Jersey","FB","D. New Jersey"
"C0232012","J0232","New Jersey Court of Chancery","SA","New Jersey Court of Chancery"
"C0232013","J0232","Essex County Court of Quarter Sessions of New Jersey","ST","Essex County Court of Quarter Sessions of New Jersey"
"C0232014","J0232","Salem County Circuit Court","ST","Salem County Circuit Court"
"C0232015","J0232","Monmouth County Superior Court","ST","Monmouth County Superior Court"
"C0232016","J0232","Hudson County Superior Court","ST","Hudson County Superior Court"
"C0232017","J0232","Hudson County Circuit Court, N.J.","SA","Hudson County Circuit Court, N.J."
"C0232018","J0232","Cumberland County Family Court","ST","Cumberland County Family Court"
"C0232019","J0232","Camden County Circuit Court, N.J.","SA","Camden County Circuit Court, N.J."
"C0232020","J0232","Essex County Family Court","ST","Essex County Family Court"
"C0232021","J0232","Bergen County Superior Court","ST","Bergen County Superior Court"
"C0232022","J0232","Union County Court","ST","Union County Court"
"C0232023","J0232","Mercer County Superior Court","ST","Mercer County Superior Court"
"C0232024","J0232","Essex County Circuit Court","ST","Essex County Circuit Court"
"C0232025","J0232","Morris County Superior Court","ST","Morris County Superior Court"
"C0232026","J0232","Bergen County Surrogate's Court","ST","Bergen County Surrogate's Court"
"C0232027","J0232","Union County Court of Quarter Sessions","ST","Union County Court of Quarter Sessions"
"C0232028","J0232","Passaic County Superior Court","ST","Passaic County Superior Court"
"C0232029","J0232","Union County Family Court","ST","Union County Family Court"
"C0232030","J0232","Camden County Superior Court","ST","Camden County Superior Court"
"C0232031","J0232","Court of Common Pleas of New Jersey","ST","Ct. of Common Pleas of NJ"
"C0232032","J0232","Morris County Circuit Court, N.J.","SA","Morris County Circuit Court, N.J."
"C0232033","J0232","Hudson County Surrogate's Court","ST","Hudson County Surrogate's Court"
"C0232034","J0232","Camden County Surrogate's Court","ST","Camden County Surrogate's Court"
"C0232035","J0232","Passaic County Family Court","ST","Passaic County Family Court"
"C0232036","J0232","Hudson County Family Court","ST","Hudson County Family Court"
"C0232037","J0232","Bergen County Circuit Court, N.J.","SA","Bergen County Circuit Court, N.J."
"C0232038","J0232","Bergen County Family Court","ST","Bergen County Family Court"
"C0232039","J0232","Monmouth County Surrogate's Court","ST","Monmouth County Surrogate's Court"
"C0232040","J0232","Atlantic County Superior Court","ST","Atlantic County Superior Court"
"C0232041","J0232","New Jersey Superior Court","ST","New Jersey Superior Court"
"C0232042","J0232","Monmouth County Circuit Court, N.J.","SA","Monmouth County Circuit Court, N.J."
"C0232043","J0232","Camden County Family Court","ST","Camden County Family Court"
"C0232044","J0232","Ocean County Superior Court","ST","Ocean County Superior Court"
"C0232045","J0232","Warren County Superior Court","ST","Warren County Superior Court"
"C0232046","J0232","Ocean County Circuit Court, N.J.","SA","Ocean County Circuit Court, N.J."
"C0232047","J0232","Newark Municipal Court","ST","Newark Municipal Court"
"C0232048","J0232","Cape May County Circuit Court, N.J.","SA","Cape May County Circuit Court, N.J."
"C0232049","J0232","Atlantic County Surrogate's Court","ST","Atlantic County Surrogate's Court"
"C0232050","J0232","Cape May County Superior Court","ST","Cape May County Superior Court"
"C0232051","J0232","Hoboken City Recorder's Court.","SS","Hoboken City Recorder's Court."
"C0232052","J0232","Cape May County Family Court","ST","Cape May County Family Court"
"C0232053","J0232","Sussex County Municipal Court","ST","Sussex County Municipal Court"
"C0232054","J0232","Burlington County Circuit Court, N.J.","SA","Burlington County Circuit Court, N.J."
"C0232055","J0232","Middlesex County Surrogate's Court","ST","Middlesex County Surrogate's Court"
"C0232056","J0232","Commissioner of Education, N.J.","SS","Commissioner of Education, N.J."
"C0232057","J0232","Gloucester County Superior Court","ST","Gloucester County Superior Court"
"C0232058","J0232","Somerset County Circuit Court, N.J.","SA","Somerset County Circuit Court, N.J."
"C0232059","J0232","New Jersey Family Court","ST","New Jersey Family Court"
"C0232060","J0232","Byram Township Municipal Court","ST","Byram Township Municipal Court"
"C0232061","J0232","Middlesex County Family Court","ST","Middlesex County Family Court"
"C0232062","J0232","Borough of Princeton Municipal Court","ST","Borough of Princeton Municipal Court"
"C0232063","J0232","Somerset County Family Court","ST","Somerset County Family Court"
"C0232064","J0232","New Jersey Special Statutory Court","SS","New Jersey Special Statutory Court"
"C0232065","J0232","Burlington County Superior Court","ST","Burlington County Superior Court"
"C0232066","J0232","Cape May County Surrogate's Court","ST","Cape May County Surrogate's Court"
"C0232067","J0232","Morris County Court of Quarter Sessions","ST","Morris County Court of Quarter Sessions"
"C0232068","J0232","New Jersey Public Utilities Commission","ST","New Jersey Public Utilities Commission"
"C0232069","J0232","Municipal Courts of New Jersey","ST","Municipal Courts of New Jersey"
"C0232070","J0232","Somerset County Surrogate's Court","ST","Somerset County Surrogate's Court"
"C0232071","J0232","Montclair Town Recorder's Court","SS","Montclair Town Recorder's Court"
"C0232072","J0232","Hunterdon County Superior Court","ST","Hunterdon County Superior Court"
"C0232073","J0232","New Jersey Lawyers and Bankers Conference Committee","SS","New Jersey Lawyers and Bankers Conference Committee"
"C0232074","J0232","Morris County Family Court","ST","Morris County Family Court"
"C0232075","J0232","New Jersey Court of Pardons","SS","New Jersey Court of Pardons"
"C0233001","J0233","District Court, D. New Mexico","FD","D. New Mexico"
"C0233002","J0233","New Mexico Court of Appeals","SA","New Mexico Court of Appeals"
"C0233003","J0233","New Mexico Supreme Court","S","New Mexico Supreme Court"
"C0233004","J0233","United States Bankruptcy Court, D. New Mexico","FB","D. New Mexico"
"C0233005","J0233","Otero County District Court","ST","Otero County District Court"
"C0234001","J0234","District Court, W.D. New York","FD","W.D. New York"
"C0234002","J0234","District Court, S.D. New York","FD","S.D. New York"
"C0234003","J0234","District Court, E.D. New York","FD","E.D. New York"
"C0234004","J0234","District Court, N.D. New York","FD","N.D. New York"
"C0234005","J0234","New York Court of Chancery","S","New York Court of Chancery"
"C0234006","J0234","Appellate Division of the Supreme Court of the State of New York","SA","Appellate Division of the Supreme Court of New York"
"C0234007","J0234","Appellate Terms of the Supreme Court of New York","SA","Appellate Terms of the Supreme Court of New York"
"C0234008","J0234","City of New York Municipal Court","ST","City of New York Municipal Court"
"C0234009","J0234","New York Supreme Court","ST","New York Supreme Court"
"C0234010","J0234","The Superior Court of New York City","ST","The Superior Court of New York City"
"C0234011","J0234","Court for the Trial of Impeachments and Correction of Errors","SS","Court for the Trial of Impeachments and Correction of Errors"
"C0234012","J0234","New York Court of Appeals","S","New York Court of Appeals"
"C0234013","J0234","U.S. Circuit Court for the District of Eastern New York","FA","U.S. Circuit Court for the District of Eastern New York"
"C0234014","J0234","New York Court of Common Pleas","ST","New York Court of Common Pleas"
"C0234015","J0234","New York City Court","ST","New York City Court"
"C0234016","J0234","Superior Court of Buffalo","ST","Superior Court of Buffalo"
"C0234017","J0234","United States Bankruptcy Court, E.D. New York","FB","E.D. New York"
"C0234018","J0234","United States Bankruptcy Court, S.D. New York","FB","S.D. New York"
"C0234019","J0234","Warren County Surrogate's Court","ST","Warren County Surrogate's Court"
"C0234020","J0234","District Court, D. New York","FD","D. New York"
"C0234021","J0234","U.S. Circuit Court for the District of Northern New York","FA","U.S. Circuit Court for the District of Northern New York"
"C0234022","J0234","New York City Family Court","ST","NYC Family Court"
"C0234023","J0234","United States Bankruptcy Court, W.D. New York","FB","W.D. New York"
"C0234024","J0234","United States Bankruptcy Court, N.D. New York","FB","N.D. New York"
"C0234025","J0234","New York Attorney General Reports","SAG","New York Attorney General Reports"
"C0234026","J0234","The Superior Court of the City of New York and Buffalo","ST","Superior Court of New York"
"C0234027","J0234","Court Of Oyer And Terminer New York","SA","Court Of Oyer And Terminer New York"
"C0234028","J0234","Saratoga Chancery Court","SS","Saratoga Chancery Court"
"C0234029","J0234","New York Court of General Session of the Peace","ST","New York Court of General Session of the Peace"
"C0234030","J0234","New York Surrogate's Court","SS","New York Surrogate's Court"
"C0234031","J0234","New York County Court, Ulster County","ST","Ulster County Court"
"C0234032","J0234","New York County Courts","ST","New York County Courts"
"C0234033","J0234","New York Court of Claims","SS","New York State Court of Claims"
"C0234034","J0234","New York County Court, Clinton County","ST","Clinton County Court"
"C0234035","J0234","New York Court of Special Session","ST","New York Court of Special Session"
"C0234036","J0234","New York City Magistrates' Court","ST","New York City Magistrates' Court"
"C0234037","J0234","Albany City Court","ST","Albany City Court"
"C0234038","J0234","Nassau County District Court","ST","Nassau County District Court"
"C0234039","J0234","New York District Court","ST","New York District Court"
